symbol	chrom	start	length	strand	score	exons
MIR99B	chr19	51692611	70	+	20	0,70
TM4SF1	chr3	149369017	8764	-	40	0,863,1806,181,3575,146,91,90,1601,411
EPCAM	chr2	47369147	17881	+	275	0,434,3881,108,237,241,1185,66,1714,64,1875,102,714,201,5196,45,1361,457
M6PR	chr12	8940360	9401	-	57	0,1580,475,127,862,131,265,110,1507,167,644,177,3082,274
CAPRIN1	chr11	34051682	50928	+	64	0,189,549,216,19089,63,112,87,4248,239,85,83,2985,138,3059,53,77,87,3022,156,85,109,2981,62,722,111,239,150,1227,151,4422,195,522,101,401,1363,242,3308
NBR1	chr17	43170470	41219	+	71	0,141,358,333,4488,111,2034,63,1395,19,1382,23,5432,195,2597,78,468,215,806,168,595,210,1512,160,94,291,711,150,464,76,1441,111,350,165,3060,442,1077,95,874,58,968,106,5770,301,43,1789
FAM19A1	chr3	67991591	554029	+	12	0,213,12411,487,1921,121,410535,141,121335,125,5605,1135
LOC407835	chr7	129126270	1726	+	2	0,1726
MIR17HG	chr13	91347819	6756	+	82	0,140,1738,4878
TNFSF12-TNFSF13	chr17	7549057	12551	+	19	0,255,161,48,598,76,603,54,90,36,5799,125,2721,79,143,48,155,119,182,139,235,885
ARRB1	chr11	75260121	91710	-	241	0,6153,1377,52,1185,71,2741,24,1170,84,1095,138,2627,73,452,85,1160,136,2330,68,819,60,1265,197,751,45,3035,61,2633,31,61548,244
C2orf27B	chr2	131794960	6701	-	5	0,786,5145,259,231,280
NOMO3	chr16	16232531	62280	+	20	0,300,4069,90,2860,46,3264,101,1806,107,2220,73,3460,153,882,138,332,90,3197,106,182,151,5343,175,1397,142,297,132,1398,137,1864,88,2989,64,548,96,2860,219,85,83,936,160,145,127,1926,114,1178,128,1399,142,908,84,1693,111,2278,102,2236,120,5789,93,423,644
MAB21L1	chr13	35473788	2907	-	17	0,2907
OVOS	chr12	9511659	64609	+	1	0,183,913,231,573,75,3424,61,553,146,343,150,716,171,936,97,11359,169,814,85,3541,118,4041,112,1214,159,691,228,1475,55,803,146,356,150,5705,171,815,145,1393,106,438,229,245,130,1574,119,711,52,788,84,722,174,761,82,625,157,1971,32,1183,166,766,212,2186,78,1490,145,1563,127,568,113,1429,91,372,69,1312,1422
SPINK14	chr5	148168545	7074	+	1	0,22,1093,139,1130,44,3260,137,982,267
MARCKS	chr6	113857334	6141	+	110	0,513,1835,3793
FNDC9	chr5	157341598	4123	-	5	0,1945,1997,181
MXD1	chr2	69915040	27904	+	64	0,363,717,100,5515,30,13585,115,1769,160,702,4848
MAD2L1	chr4	120059423	7435	-	249	0,867,583,104,997,121,3576,147,843,197
SMAD1	chr4	145481305	77868	+	260	0,95,249,103,46,240,295,843,31261,576,24790,258,2520,117,4004,222,6859,257,3750,1383
SMAD2	chr18	47833094	98052	-	548	0,8856,3389,145,178,138,2674,213,2586,54,13731,75,3189,135,785,194,1038,90,25956,289,33551,239,200,347
SMAD3	chr15	67065856	129339	+	767	0,504,59355,269,12036,80,26794,194,164,132,770,39,585,75,3700,51,10636,213,3273,138,2500,145,2903,4783
SMAD4	chr18	51030212	54829	+	677	0,411,16296,376,1390,175,434,30,5456,213,3131,120,95,117,1409,51,5506,184,1412,169,9450,139,1479,6786
ARRB2	chr17	4710493	11007	+	311	0,251,4268,31,929,61,113,45,220,260,545,60,408,68,135,136,237,85,266,73,1,3,594,138,791,88,93,80,77,91,305,555
SMAD5	chr5	136132844	49890	+	122	0,118,14869,75,4768,84,833,572,6692,252,2164,120,9042,222,1720,257,2704,5398
SMAD6	chr15	66702335	79664	+	90	0,1740,7592,57,4696,78,510,132,63856,1003
SMAD7	chr18	48919852	30859	-	309	0,2058,20570,327,5576,54,791,105,478,900
SMAD9	chr13	36844830	75442	-	49	0,3989,4599,257,11861,222,1514,111,5274,258,6362,598,40240,157
MAF	chr16	79593847	6878	-	96	0,6878
MAFG	chr17	81918268	9443	-	49	0,4789,92,65,138,216,3959,184
MAG	chr19	35292085	21721	+	54	0,119,2030,56,1095,125,102,369,3572,297,296,258,2043,261,7165,288,385,97,1274,100,263,45,964,517
ASIC1	chr12	50057636	25986	+	82	0,280,834,378,630,196,13630,660,2723,82,163,151,636,128,293,157,346,57,921,154,442,230,374,80,78,105,180,2078
ARSA	chr22	50622753	5420	-	122	0,2711,114,103,254,128,90,125,312,170,73,219,113,241,149,618
MAGEA1	chrX	153179283	4595	+	73	0,82,2811,73,75,1554
MAGEA2	chrX	152714585	4022	+	29	0,343,150,79,799,120,571,98,150,66,80,1566
MAGEA2	chrX	152749862	4022	-	29	0,1566,80,66,150,98,571,120,799,79,150,343
MAGEA3	chrX	152698751	3596	+	82	0,78,1792,66,80,1580
MAGEA4	chrX	151912888	12282	+	63	0,81,3267,84,604,78,1285,69,5096,72,75,1571
MAGEA5	chrX	152114048	3891	-	8	0,1557,75,87,2152,20
MAGEA6	chrX	152766135	3594	-	24	0,1580,80,130,1728,76
MAGEA8	chrX	149881140	4695	+	11	0,145,1785,279,472,313,75,1626
MAGEA9	chrX	149781936	5801	+	20	0,59,3761,87,158,69,75,1592
MAGEA9	chrX	149581652	5800	-	20	0,1592,75,69,158,87,3760,59
MAGEA10	chrX	152133310	5268	-	19	0,2375,75,74,155,91,790,99,1505,104
ARSB	chr5	78777210	208733	-	67	0,3452,1189,123,33536,604,23241,71,46157,244,69467,208,8913,191,4399,187,15744,851,111,45
MAGEA11	chrX	149688236	29032	+	39	0,52,549,147,23093,85,980,113,1225,96,1027,74,75,1516
MAGEA12	chrX	152733778	3891	+	25	0,81,2,173,1113,106,833,1583
MAGEB1	chrX	30243730	8308	+	13	0,72,2486,105,760,103,133,83,2961,1605
MAGEB2	chrX	30215557	4532	+	24	0,98,2920,1514
MAGEB3	chrX	30230435	7058	+	9	0,382,699,102,1208,90,345,102,2500,1630
MAGEB4	chrX	30241939	2252	+	12	0,2252
MAGOH	chr1	53226891	11719	-	65	0,253,1727,83,4587,111,1924,59,2725,250
MAK	chr6	10762722	75833	-	34	0,1884,5504,120,2803,75,2219,132,3866,172,4926,149,247,105,6750,173,4150,312,5582,168,1660,172,4918,133,4701,80,4126,122,914,55,11607,330,7464,214
MAL	chr2	95025654	28338	+	63	0,231,22073,168,1454,126,3674,612
STS	chrX	7147251	207392	+	97	0,351,290,191,11816,154,30826,129,28422,256,32557,98,131,246,477,141,3905,122,102,123,1760,424,16178,137,28958,138,20155,160,8487,122,15780,4756
MAN1A1	chr6	119177200	172566	-	48	0,2745,366,116,7977,173,1086,220,3893,116,7361,94,3411,124,43377,95,42328,81,11224,116,4792,97,41470,825,254,225
MAN2A2	chr15	90902217	20368	+	31	0,309,174,275,255,202,757,150,911,258,70,145,121,172,353,128,242,174,395,187,1831,178,585,203,208,183,163,115,209,68,146,166,492,237,237,148,212,115,281,134,207,142,2367,134,329,75,1533,195,256,111,879,2951
MAN2C1	chr15	75355791	12836	-	48	0,241,77,110,81,149,156,80,107,110,1298,144,117,157,85,105,250,133,136,111,181,156,127,86,101,122,353,124,357,146,94,96,222,117,134,93,395,111,188,107,1250,190,299,178,1856,71,918,124,438,126,284,145
MAN2A1	chr5	109689365	180260	+	57	0,1187,22967,255,2345,145,13077,172,25815,128,12078,174,2646,187,4246,178,6430,203,3145,183,4007,115,411,68,27745,166,2230,219,332,123,3380,115,18490,134,3403,142,1650,134,7349,195,9701,111,1699,2780
MAN2B1	chr19	12646507	20270	-	60	0,225,500,103,107,156,576,228,733,81,124,88,484,102,89,119,1930,118,92,98,3233,186,691,117,261,108,389,110,507,79,82,121,83,83,2749,117,1940,146,240,133,956,194,366,174,177,103,737,235
MANBA	chr4	102631485	129509	-	39	0,796,2506,258,819,143,3705,145,10679,165,6980,219,6784,168,4110,87,2231,118,2520,152,15503,111,911,176,23666,124,8309,171,820,106,2621,95,34034,277
MAOA	chrX	43654906	91918	+	548	0,1508,1447,108,25543,95,9683,138,18443,105,728,92,15376,142,2926,150,303,160,845,97,3431,54,4400,58,1211,98,1746,112,203,63,195,2458
MAOB	chrX	43766609	115866	-	171	0,1009,1035,63,590,112,5756,98,3409,58,1602,54,1052,97,11874,160,2160,150,1236,142,4905,92,1036,105,35463,138,4664,95,38489,222
MAP1A	chr15	43517607	14013	+	55	0,93,2940,83,248,141,211,8185,141,221,198,1552
MAP1B	chr5	72107267	102303	+	103	0,448,7982,102,63828,280,3835,83,2788,141,7111,6502,3195,239,1282,4487
MAP2	chr2	209424046	310064	+	113	0,230,83315,50,71694,103,240,77,280,65,44952,77,28012,291,25139,114,2064,78,11797,3726,191,207,168,135,3225,62,4111,171,959,148,4186,341,13340,93,2021,82,4059,113,219,3929
MAP4	chr3	47850689	238590	-	105	0,2350,123,190,1895,113,2070,82,9733,93,1875,114,1485,293,121,60,630,184,3584,216,1516,107,37293,123,1011,1224,1544,123,2923,114,6349,123,44728,2387,2399,69,20704,242,89893,507
MAP6	chr11	75586917	81517	-	21	0,1267,14675,3145,2104,214,59142,970
MAPT	chr17	45894381	133952	+	1489	0,305,67634,150,9388,87,2439,87,3903,66,4737,753,3109,56,2782,198,1384,127,2337,54,2421,266,13645,93,3840,82,4293,113,5225,4378
MARK1	chr1	220528182	136275	+	51	0,691,50480,204,1507,1834,15432,49,1418,66,4203,71,11801,57,2314,237,89,120,12279,100,1066,113,3062,154,303,194,14593,101,1265,165,947,255,4437,45,3977,2646
ARSD	chrX	2903969	25406	-	12	0,3663,1088,122,974,163,679,135,2820,1160,782,137,2111,424,2373,123,1179,122,3591,150,3466,144
MARK3	chr14	103385363	118466	+	72	0,717,18995,192,23119,54,20478,49,2950,66,5158,71,5192,57,3095,237,178,120,251,100,636,113,841,154,6806,218,5176,104,11286,258,6467,27,1627,45,2681,948
TBC1D3B	chr17	36165680	10944	-	6	0,883,980,153,370,100,463,66,384,95,716,121,543,49,1251,110,329,108,443,81,482,40,1283,86,162,73,1428,145
TBC1D3C	chr17	38003992	134876	+	6	0,139,1428,73,162,86,1283,40,482,81,443,108,329,110,48936,884,981,153,370,100,463,66,385,95,713,121,543,49,1255,110,329,108,443,81,482,40,1283,86,162,73,1428,139,65312,49,543,121,713,95,384,66,463,100,370,153,981,884
TBC1D3C	chr17	38181658	10925	-	6	0,884,981,153,370,100,463,66,384,95,713,121,543,49,1253,110,329,108,443,81,482,40,1283,86,162,73,1414,139
DNAJB3	chr2	233742749	1266	-	8	0,1266
CCL3L3	chr17	36194869	1879	-	16	0,507,421,115,685,151
MARS	chr12	57487952	28703	+	94	0,247,819,91,157,79,78,135,337,76,235,173,158,107,7512,117,146,204,1697,202,3702,75,7398,171,139,96,132,118,397,214,1755,132,102,105,91,187,583,72,253,93,97,221
ACBD7	chr10	15075474	13302	-	6	0,3129,87,63,169,118,9676,60
C10orf105	chr10	71711700	26124	-	1	0,4642,3284,195,17906,97
C10orf62	chr10	97589692	1242	+	10	0,1242
AGAP6	chr10	49988317	22199	+	2	0,621,369,69,2299,69,2650,35,7566,101,1352,334,902,36,3304,52,634,1806
CCNYL2	chr10	42408173	64067	-	2	0,2020,1505,163,8901,167,4388,120,3678,36,4102,101,18254,75,18398,187,1536,436
CELF2-AS1	chr10	11316833	27841	-	2	0,2377,4359,98,20910,97
MAS1	chr6	159890987	18015	+	50	0,196,8002,207,7527,2083
ZNF32-AS3	chr10	43628816	45883	+	1	0,162,42142,401,196,361,229,138,1388,866
GLUD1P2	chr10	46759022	27748	-	5	0,138,9048,84,2446,64,1626,56,4268,81,9874,63
AGAP12P	chr10	48010133	21507	-	3	0,1512,630,52,3319,36,2585,101,7528,35,2640,69,2297,69,369,265
PRR26	chr10	649947	15222	+	4	0,495,345,1868,9370,93,672,2379
C10orf55	chr10	73909968	12809	-	11	0,2127,104,85,758,33,3443,123,5991,145
SHLD2P1	chr10	46610471	41505	-	1	0,978,3280,116,6760,229,9118,135,167,194,13727,108,5163,1530
LINC00595	chr10	78267341	12872	+	2	0,145,11912,96,100,619
DNAJC9-AS1	chr10	73247366	29618	+	3	0,17,909,158,4290,355,95,64,638,454,18466,146,1489,2537
LINC00619	chr10	43845305	5317	+	2	0,102,125,70,4071,949
MAT1A	chr10	80271819	17859	-	53	0,2064,636,134,363,183,1176,219,3578,144,363,113,3123,123,1473,78,3743,346
LOC414300	chr12	105102471	5171	-	1	0,249,4067,855
DDI1	chr11	104036579	2615	+	15	0,2615
C9orf106	chr9	129321015	1588	+	4	0,31,745,812
LINC00587	chr9	102519636	137873	+	2	0,72,58562,126,7354,68,57312,84,14061,234
DEFB103A	chr8	7881203	1455	+	26	0,276,943,236
DEFB103A	chr8	7428893	1455	-	26	0,236,943,276
IDNK	chr9	83623048	21082	+	7	0,173,3220,603,962,205,661,87,12588,44,1837,702
LCN10	chr9	136738166	4793	-	3	0,1387,396,99,787,108,308,110,519,140,766,173
LINC00229	chr22	44606327	19092	-	1	0,318,285,118,15238,170,150,117,2593,103
MAT2A	chr2	85538977	6303	+	78	0,401,1704,78,94,123,255,113,83,144,182,219,191,183,153,134,635,1611
MATK	chr19	3777968	23844	-	51	0,454,86,87,396,196,190,74,81,85,80,100,1809,66,1453,94,594,220,90,116,98,114,373,60,179,223,882,249,2855,132,12127,281
MATN1	chr1	30711276	12309	-	29	0,2355,615,81,829,153,599,417,464,126,1819,223,2447,347,1706,128
MATN2	chr8	97869020	167698	+	35	0,267,18787,168,42710,570,10254,123,19508,123,17355,123,15471,123,9058,123,3321,123,251,123,8938,123,1331,123,3088,123,6088,414,2632,153,1631,72,724,135,384,99,1997,1062
HCG14	chr6	28896529	791	+	1	0,201,380,210
HCG15	chr6	28984748	3819	+	1	0,236,863,37,157,191,80,194,170,203,1420,268
HCG23	chr6	32390509	3182	+	3	0,244,859,128,1708,243
HCG18	chr6	30287396	39760	-	3	0,7568,1167,106,18031,214,11668,1006
HCG17	chr6	30234038	92096	-	2	0,230,89,93,7696,165,12035,118,71544,126
MATN3	chr2	19992051	20643	-	47	0,1115,1132,111,2724,126,3181,126,1388,126,1080,126,2457,567,6098,286
BLID	chr11	122115353	862	-	13	0,862
MAX	chr14	65006100	96595	-	181	0,184,68839,1540,664,101,484,124,5702,561,9408,108,7730,27,731,392
DENND6B	chr22	50311962	15098	-	10	0,299,81,75,105,103,373,110,337,54,135,90,89,65,328,66,127,95,110,96,98,123,792,56,255,63,86,80,116,106,817,81,534,113,826,43,75,39,7808,249
C8orf82	chr8	144526218	2856	-	6	0,1569,236,49,688,314
LINC00593	chr15	69835233	7734	+	1	0,48,2146,74,3244,83,639,218,375,907
MGC34796	chr1	61654241	1887	+	3	0,1887
ARSE	chrX	2934631	33679	-	24	0,559,1551,122,1231,163,4807,135,2798,137,3169,424,3415,123,2150,122,2736,162,1167,286,489,43,3803,230,3695,162
MAZ	chr16	29806095	5088	+	51	0,85,356,357,84,851,401,64,276,172,798,225,312,1107
CNTFR-AS1	chr9	34568011	15061	+	1	0,146,14177,738
MB	chr22	35606763	16591	-	76	0,680,3440,223,6056,175,24,147,4969,84,629,164
PIM3	chr22	49960494	3578	+	48	0,538,92,110,83,51,73,370,877,177,74,1133
STX19	chr3	94014370	14240	-	11	0,912,13084,244
MBD1	chr18	50266881	14893	-	72	0,782,1182,1240,956,499,1136,62,85,132,378,138,92,300,322,168,623,69,83,117,124,75,155,129,106,147,396,41,243,83,87,167,91,115,2671,142,1345,412
MBL2	chr10	52765379	6321	-	742	0,3131,736,69,1354,117,662,252
MBNL1	chr3	152268467	197313	+	75	0,625,29921,241,150,963,34743,120,60936,58,18716,171,17605,204,12361,258,1164,54,862,154,7768,36,689,95,1768,64,1077,75,3039,3396
MBP	chr18	76978832	153986	-	215	0,1639,4303,120,3600,33,349,36,1043,105,19788,78,2856,4486,49029,88,38825,76,27293,239
MC1R	chr16	89917878	3099	+	330	0,3099
MC2R	chr18	13882043	33664	-	83	0,3603,29841,49,93,78
MC3R	chr20	56248731	1084	+	95	0,1084
ARSF	chrX	3040233	72496	+	13	0,108,1129,193,25135,74,1200,39,3914,150,4372,122,4221,123,3229,424,4829,137,11454,135,2540,163,6203,125,1921,556
MC4R	chr18	60371330	1438	-	381	0,1438
MC5R	chr18	13825543	1319	+	29	0,1319
MCAM	chr11	119308523	8607	-	170	0,1392,433,118,289,148,186,96,94,142,108,122,156,142,102,119,95,163,98,122,121,180,1539,88,102,71,83,208,98,125,1771,96
MCC	chr5	113022098	466732	-	53	0,5384,1451,123,14473,101,5462,207,4425,235,10024,184,3912,104,2910,141,11625,149,1092,90,973,147,16428,207,2246,164,18328,143,20391,143,7948,114,142906,587,45603,212,44237,245,103032,586
CHST6	chr16	75472051	23390	-	51	0,7793,1972,75,13048,502
MCF2	chrX	139581770	126452	-	36	0,733,2562,113,1199,110,1228,73,571,79,1396,93,6621,222,689,126,820,93,3907,93,2182,70,118,116,728,67,1911,89,2521,38,2877,48,1617,172,1229,192,1039,192,1882,120,6486,115,315,134,2938,150,1550,117,823,120,10013,374,2726,91,1130,115,4816,69,56317,117
ART1	chr11	3645130	19286	+	14	0,49,13982,115,306,781,1008,42,2678,325
MCL1	chr1	150574550	5188	-	613	0,2941,752,248,351,896
MCM2	chr3	127598356	24079	+	222	0,116,845,230,5060,176,93,280,961,220,272,208,1564,135,315,192,6838,94,912,251,160,127,563,113,945,252,1419,183,192,156,434,773
MCM3	chr6	52264019	20723	-	164	0,767,448,174,666,70,466,86,1168,142,1079,141,3074,202,727,127,385,175,2351,209,590,132,336,154,1053,109,510,239,1941,134,370,131,477,209,432,113,1190,146
MCM4	chr8	47960940	17219	+	137	0,274,301,165,372,164,88,102,357,96,85,96,1533,139,1474,221,957,121,2312,260,453,366,464,128,1388,208,1669,229,752,134,837,1474
MCM5	chr22	35400122	24380	+	130	0,86,222,175,2601,127,80,129,3010,173,1682,156,2180,167,1599,172,1193,112,1842,144,366,66,233,177,929,113,2027,129,1305,143,1753,128,812,349
MCM6	chr2	135839625	36852	-	138	0,1326,3593,140,1552,156,1660,136,3213,162,1223,129,3812,156,1013,108,1296,142,3164,142,2264,151,968,146,285,166,1882,250,1390,111,2335,147,3415,219
MCM7	chr7	100092727	9213	-	226	0,406,158,110,771,169,1045,84,303,394,1133,84,229,132,88,115,192,150,287,138,307,381,185,165,260,80,119,568,483,677
CD46	chr1	207752037	43479	+	206	0,272,4704,189,337,103,1996,86,1524,198,5566,183,411,45,127,45,2497,42,12929,39,1740,36,512,64,4570,93,3173,1998
SMCP	chr1	152878321	6726	+	15	0,125,5956,645
ADAM11	chr17	44759178	22668	+	15	0,82,461,176,9820,77,187,67,1535,86,86,76,435,67,65,68,390,75,82,72,175,167,867,85,112,91,115,52,462,100,82,72,118,93,450,81,537,51,103,64,203,100,216,120,93,169,88,115,85,91,979,18,499,2108
MDFI	chr6	41637176	17068	+	30	0,97,866,236,81,369,7300,183,3310,225,3475,926
DNAJB9	chr7	108569744	5106	+	41	0,359,1613,227,955,1952
ART3	chr4	76011179	101623	+	24	0,141,63374,125,1061,78,5865,712,15108,33,1278,33,1303,30,474,30,165,30,2917,33,627,33,3131,33,4592,417
MDH1	chr2	63588608	18588	+	56	0,438,104,234,5103,99,836,97,1879,176,1595,123,5403,177,407,114,545,90,833,335
MDH2	chr7	76048018	19490	+	77	0,208,349,472,5782,169,2411,84,475,110,2294,126,3016,78,746,100,363,152,1325,1230
MDK	chr11	46380783	3054	+	164	0,505,366,479,160,168,125,162,720,369
MDM2	chr12	68808171	37373	+	1764	0,320,525,70,121,85,4261,75,3183,134,3379,50,3988,68,124,97,4119,161,6897,156,687,78,2524,6271
MDM4	chr1	204516378	41742	+	258	0,131,8974,113,763,75,4249,134,1373,56,5183,68,711,100,4475,161,1590,150,2112,81,2235,9008
ME1	chr6	83210390	220829	-	45	0,1704,4403,99,7163,174,3401,143,1348,106,8785,114,1708,98,13992,110,61571,104,30759,162,5729,76,46227,150,9251,134,22975,343
ART4	chr12	14825568	17965	-	25	0,3894,10522,1169,1816,564
ME2	chr18	50879061	70731	+	46	0,247,16500,120,12134,134,4604,150,3217,76,1103,162,601,104,2242,110,95,98,315,114,2910,115,1543,143,6359,103,7209,71,647,99,6630,2776
MEA1	chr6	43012012	4874	-	14	0,609,304,103,86,275,396,198,78,218,2140,467
MECP2	chrX	154021812	75919	-	571	0,9638,756,351,25841,168,33617,124,5296,128
MEF2A	chr15	99565600	150888	+	143	0,69,258,177,386,109,31830,82,3429,169,18763,208,10002,105,1790,196,12387,204,25558,132,65,150,2723,220,786,60,3189,2305,9288,188,12933,24,3343,127,3778,127,1629,4099
BORCS8-MEF2B	chr19	19145566	47025	-	21	0,456,250,112,170,94,93,134,160,148,514,135,1393,204,1252,83,29921,76,1811,111,3350,65,794,113,5075,511
MEF2C	chr5	88718240	185865	-	172	0,4685,5567,136,589,130,863,24,1494,173,17168,48,2739,187,8944,138,59,144,24010,173,19086,204,18933,196,379,34,1375,342,975,153,53735,99,1932,512,1022,48,2965,97,1452,325,14540,190
MEF2D	chr1	156463720	37122	-	93	0,3936,336,307,480,241,6087,130,1256,21,497,191,2087,57,239,211,1037,138,1465,204,598,192,7081,88,9886,357
ARVCF	chr22	19969878	46908	-	42	0,865,472,120,550,86,386,54,325,91,97,112,82,199,325,151,318,128,1446,72,948,18,691,172,371,118,821,184,662,500,968,527,195,159,8493,228,19642,54,6080,198
MEFV	chr16	3242027	14600	-	376	0,1667,165,208,186,33,186,116,1936,23,468,231,1662,96,426,350,4377,633,1520,317
MEIS1	chr2	66435399	137360	+	115	0,469,1868,227,1879,142,577,51,801,51,1437,147,21060,112,47928,146,35648,77,19433,59,1155,90,293,96,2100,1514
MEIS2	chr15	36891020	210279	-	51	0,1439,2257,96,338,111,1366,59,53637,77,86413,146,46811,115,9695,150,796,51,986,51,674,142,1536,395,539,496,58,686,751,408
MEIS3P1	chr17	15786849	2857	+	4	0,2857
MAP3K1	chr5	56815072	81079	+	163	0,983,40544,151,2964,201,4818,201,405,117,372,149,5932,122,609,82,102,181,2026,279,3669,122,1609,92,280,190,297,1297,660,153,984,163,1105,132,1314,143,705,132,5173,2621
MAP3K3	chr17	63622424	73886	+	90	0,339,9917,122,1906,93,11232,41,6482,100,5137,114,9032,121,14705,134,3617,74,2936,68,194,93,662,192,528,149,689,132,499,130,379,178,1129,2762
MAP3K4	chr6	160991726	125659	+	45	0,357,42175,191,14166,1364,17219,98,3311,243,2615,147,7268,158,3462,117,1761,100,105,84,1020,267,1367,150,1907,162,469,134,834,79,716,79,3228,97,1101,150,3464,101,706,81,3734,192,1193,71,773,117,91,91,713,160,1921,123,709,107,2348,180,1547,536
MAP3K5	chr6	136557048	235470	-	260	0,770,981,77,2656,113,857,113,5015,244,12426,106,3148,186,8432,169,95,178,8407,21,759,178,3229,158,5915,106,1732,137,902,128,8561,134,14343,82,2136,96,2881,50,8414,108,5215,154,2758,160,9904,113,24744,171,1640,107,1161,169,1101,194,6427,24,15316,140,71120,809
RAB8A	chr19	16111679	21956	+	131	0,346,6200,61,3463,61,3659,78,1889,90,499,66,1462,51,2607,1424
MEN1	chr11	64803513	7781	-	290	0,1303,217,165,436,136,461,137,642,88,80,41,332,129,210,209,1550,483,135,474,72,481
MEOX1	chr17	43640389	21505	-	26	0,1643,1455,173,17405,498,307,24
MEOX2	chr7	15611211	75472	-	46	0,1400,14134,173,58967,798
MEP1A	chr6	46793356	46426	+	38	0,111,84,25,89,51,4889,41,459,76,10238,118,9991,176,5567,222,860,150,2852,216,3502,465,1039,174,497,301,3430,803
MEP1B	chr18	32190023	30380	+	42	0,110,1688,19,805,45,83,44,2589,79,7407,118,1171,179,2891,219,648,153,2229,216,2399,444,1522,180,1729,127,643,205,2265,173
MEST	chr7	130486174	20123	+	60	0,345,4809,158,571,282,3028,155,1633,80,700,78,125,137,143,59,1397,41,546,71,256,102,1753,77,1212,64,942,1359
MET	chr7	116672358	126028	+	1102	0,219,26493,1214,31383,192,8090,135,767,174,14329,161,1921,103,98,137,684,162,716,154,3559,219,6376,265,1588,157,194,141,2891,231,2277,81,1306,182,3030,110,1206,166,12185,137,95,2500
METTL1	chr12	57768567	3564	-	25	0,584,151,102,160,114,93,185,1137,164,716,158
MFAP1	chr15	43804534	20219	-	42	0,742,99,90,4289,160,3072,161,101,109,1143,188,256,130,2154,220,7042,263
MFAP2	chr1	16974503	7083	-	34	0,520,245,74,300,88,770,45,162,87,102,27,185,90,1038,78,2272,92,835,73
MFAP3	chr5	154038958	18496	+	11	0,350,10248,461,2902,4535
MFAP4	chr17	19383441	3778	-	29	0,1268,389,183,76,97,855,155,295,79,202,179
MFGE8	chr15	88898682	14787	-	99	0,850,123,156,1739,185,4021,145,724,153,416,182,2415,132,2200,53,251,335,484,223
MELTF	chr3	197001740	28076	-	50	0,1711,449,199,2449,188,1920,68,84,157,652,195,885,97,4570,152,672,181,733,188,1662,849,1602,68,1485,157,1189,183,2174,100,996,155,1743,163
MFNG	chr22	37469062	17378	-	19	0,967,2413,86,1983,166,2218,86,2363,154,698,103,421,49,5146,525
MGAT1	chr5	180790540	25076	-	42	0,2557,1169,100,516,993,6800,373,247,607,4599,575,259,540,164,98,294,25,4957,203
SCGB2A1	chr11	62208667	5272	+	38	0,119,1626,188,3125,214
MGAT2	chr14	49620770	2711	+	36	0,2711
MGAT3	chr22	39457319	34877	+	35	0,238,29666,4973
MGAT5	chr2	134254258	200363	+	78	0,386,15741,165,46978,77,1044,90,17477,72,1970,162,3169,170,3170,135,4740,134,12336,134,40579,150,9731,147,9787,117,5445,75,13318,158,6733,5973
SCGB2A2	chr11	62270154	3003	+	62	0,117,609,188,1888,201
VCX3B	chrX	8464829	1681	+	11	0,161,314,248,192,766
TTTY9B	chrY	18729881	9316	+	2	0,142,1673,101,361,114,582,137,5063,1143
TTTY9B	chrY	18581205	9316	-	2	0,1143,5063,137,582,114,361,101,1673,142
MIA2	chr14	39233920	154593	+	50	0,309,2692,134,3505,87,6263,1231,4606,219,104,301,11900,150,876,230,89,116,189,118,84,399,9411,132,2271,22,90,89,11481,93,1568,27,564,111,618,72,853,105,4834,123,2142,157,1192,47,766,91,4067,139,4752,102,1297,61,883,36,2225,68,1197,83,1636,129,5807,159,18881,123,1686,59,971,235,1120,1096,35691,1629
KITLG	chr12	88492792	87681	-	224	0,4389,7977,77,1075,68,649,110,8396,84,716,157,2206,171,13573,63,13248,114,34398,210
MGMT	chr10	129467240	303743	+	630	0,56,68944,137,171517,149,51158,140,7446,4196
MGP	chr12	14880863	5199	-	121	0,1417,691,76,1165,33,567,75,843,332
MGST1	chr12	16347141	30048	+	43	0,43,458,68,67,121,5518,51,763,148,3226,95,2600,144,3351,616,11711,1068
MGST2	chr4	139665767	74978	+	21	0,310,12465,100,16554,71,8187,82,479,237,35959,534
MGST3	chr1	165630872	25263	+	32	0,421,18547,124,1049,74,890,58,2243,73,1016,768
CIITA	chr16	10877197	47786	+	202	0,185,17899,147,240,96,2905,63,189,81,2511,45,479,147,473,144,929,165,848,69,1686,1651,833,205,1000,72,5310,81,716,93,1980,87,3640,84,156,84,737,98,552,1106
CD99	chrX	2691132	50177	+	111	0,295,22994,33,3150,48,2008,45,650,69,2202,48,639,51,2895,114,6983,3082,1761,57,2522,531
ASAH1	chr8	18056298	28700	-	86	0,1325,1211,57,449,124,107,132,1673,82,227,55,538,145,761,46,1226,75,2688,79,2493,87,1421,91,1865,21,2264,47,7534,75,784,390,305,323
MICB	chr6	31494880	16244	+	166	0,115,3054,214,7353,255,271,288,591,279,99,132,2250,1343
MID1	chrX	10445309	388381	-	94	0,4407,5153,208,4568,162,9457,576,4782,128,7729,149,12955,108,5715,153,3781,1145,16606,96,43700,716,9180,134,12669,357,30346,345,56830,275,155814,137
MIF	chr22	23894377	845	+	639	0,205,189,173,95,183
CXCL9	chr4	76001341	6182	-	166	0,2358,1109,85,1254,127,1111,138
