"ID"	"Gene"	"chr"	"start"	"end"	"strand"	"band"	"type"
"ENSG00000168259"	"DNAJC7"	"17"	41976435	42021376	-1	"q21.2"	"protein_coding"
"ENSG00000072849"	"DERL2"	"17"	5471254	5486811	-1	"p13.2"	"protein_coding"
"ENSG00000182446"	"NPLOC4"	"17"	81556887	81648465	-1	"q25.3"	"protein_coding"
"ENSG00000108518"	"PFN1"	"17"	4945652	4949061	-1	"p13.2"	"protein_coding"
"ENSG00000167842"	"MIS12"	"17"	5486285	5490814	1	"p13.2"	"protein_coding"
"ENSG00000108515"	"ENO3"	"17"	4948092	4957131	1	"p13.2"	"protein_coding"
"ENSG00000267221"	"C17orf113"	"17"	42038232	42050614	-1	"q21.2"	"protein_coding"
"ENSG00000006740"	"ARHGAP44"	"17"	12789498	12991643	1	"p12"	"protein_coding"
"ENSG00000173786"	"CNP"	"17"	41966763	41977740	1	"q21.2"	"protein_coding"
"ENSG00000182612"	"TSPAN10"	"17"	81637171	81648749	1	"q25.3"	"protein_coding"
"ENSG00000183688"	"RFLNB"	"17"	439978	445939	-1	"p13.3"	"protein_coding"
"ENSG00000132382"	"MYBBP1A"	"17"	4538897	4555631	-1	"p13.2"	"protein_coding"
"ENSG00000262664"	"OVCA2"	"17"	2042022	2043425	1	"p13.3"	"protein_coding"
"ENSG00000108963"	"DPH1"	"17"	2030110	2043430	1	"p13.3"	"protein_coding"
"ENSG00000108788"	"MLX"	"17"	42567068	42573239	1	"q21.2"	"protein_coding"
"ENSG00000278535"	"DHRS11"	"17"	36591879	36600804	1	"q12"	"protein_coding"
"ENSG00000131470"	"PSMC3IP"	"17"	42572315	42577831	-1	"q21.2"	"protein_coding"
"ENSG00000141252"	"VPS53"	"17"	508668	721717	-1	"p13.3"	"protein_coding"
"ENSG00000141052"	"MYOCD"	"17"	12665890	12768949	1	"p12"	"protein_coding"
"ENSG00000006744"	"ELAC2"	"17"	12991612	13018065	-1	"p12"	"protein_coding"
"ENSG00000178607"	"ERN1"	"17"	64039142	64130819	-1	"q23.3"	"protein_coding"
"ENSG00000274611"	"TBC1D3"	"17"	38181659	38192541	-1	"q12"	"protein_coding"
"ENSG00000244097"	"RPS4XP17"	"17"	656794	657547	-1	"p13.3"	"processed_pseudogene"
"ENSG00000108342"	"CSF3"	"17"	40015361	40017813	1	"q21.1"	"protein_coding"
"ENSG00000266402"	"SNHG25"	"17"	64145970	64146476	1	"q23.3"	"lincRNA"
"ENSG00000167258"	"CDK12"	"17"	39461511	39564907	1	"q12"	"protein_coding"
"ENSG00000197879"	"MYO1C"	"17"	1464186	1492812	-1	"p13.3"	"protein_coding"
"ENSG00000141499"	"WRAP53"	"17"	7686071	7703502	1	"p13.1"	"protein_coding"
"ENSG00000136478"	"TEX2"	"17"	64147227	64263301	-1	"q23.3"	"protein_coding"
"ENSG00000278845"	"MRPL45"	"17"	38297023	38323217	1	"q12"	"protein_coding"
"ENSG00000277399"	"GPR179"	"17"	38325530	38343847	-1	"q12"	"protein_coding"
"ENSG00000171532"	"NEUROD2"	"17"	39603536	39609777	-1	"q12"	"protein_coding"
"ENSG00000278619"	"MRM1"	"17"	36601583	36608964	1	"q12"	"protein_coding"
"ENSG00000161682"	"FAM171A2"	"17"	44353215	44363875	-1	"q21.31"	"protein_coding"
"ENSG00000277268"	"LHX1-DT"	"17"	36861674	36936661	-1	"q12"	"antisense"
"ENSG00000273706"	"LHX1"	"17"	36936785	36944612	1	"q12"	"protein_coding"
"ENSG00000204237"	"OXLD1"	"17"	81665036	81666635	-1	"q25.3"	"protein_coding"
"ENSG00000185298"	"CCDC137"	"17"	81666737	81673904	1	"q25.3"	"protein_coding"
"ENSG00000267679"	"EIF5AP2"	"17"	78157403	78159135	1	"q25.3"	"processed_pseudogene"
"ENSG00000187997"	"C17orf99"	"17"	78146353	78166177	1	"q25.3"	"protein_coding"
"ENSG00000073598"	"FNDC8"	"17"	35121615	35130732	1	"q12"	"protein_coding"
"ENSG00000073536"	"NLE1"	"17"	35128730	35142304	-1	"q12"	"protein_coding"
"ENSG00000267634"	"RPL7L1P5"	"17"	44365014	44365751	-1	"q21.31"	"processed_pseudogene"
"ENSG00000213228"	"RPL12P38"	"17"	60433678	60435996	-1	"q23.2"	"transcribed_processed_pseudogene"
"ENSG00000167741"	"GGT6"	"17"	4556927	4560818	-1	"p13.2"	"protein_coding"
"ENSG00000175662"	"TOM1L2"	"17"	17843511	17972422	-1	"p11.2"	"protein_coding"
"ENSG00000256358"	"RPL31P57"	"17"	64308316	64308690	-1	"q23.3"	"processed_pseudogene"
"ENSG00000214087"	"ARL16"	"17"	81681174	81683924	-1	"q25.3"	"protein_coding"
"ENSG00000262333"	"HNRNPA1P16"	"17"	2306761	2307715	1	"p13.3"	"processed_pseudogene"
"ENSG00000167720"	"SRR"	"17"	2303383	2325260	1	"p13.3"	"protein_coding"
"ENSG00000131771"	"PPP1R1B"	"17"	39626740	39636626	1	"q12"	"protein_coding"
"ENSG00000185359"	"HGS"	"17"	81683326	81703138	1	"q25.3"	"protein_coding"
"ENSG00000005961"	"ITGA2B"	"17"	44372180	44389505	-1	"q21.31"	"protein_coding"
"ENSG00000167721"	"TSR1"	"17"	2322503	2337507	-1	"p13.3"	"protein_coding"
"ENSG00000261371"	"PECAM1"	"17"	64319415	64413776	-1	"q23.3"	"protein_coding"
"ENSG00000141258"	"SGSM2"	"17"	2337498	2381058	1	"p13.3"	"protein_coding"
"ENSG00000262519"	"TXNP4"	"17"	4572206	4572515	1	"p13.2"	"processed_pseudogene"
"ENSG00000188176"	"SMTNL2"	"17"	4583999	4608319	1	"p13.2"	"protein_coding"
"ENSG00000261863"	"LINC01996"	"17"	4610449	4617650	1	"p13.2"	"lincRNA"
"ENSG00000131462"	"TUBG1"	"17"	42609683	42615238	1	"q21.2"	"protein_coding"
"ENSG00000275084"	"SNORD91B"	"17"	2329016	2329237	-1	"p13.3"	"snoRNA"
"ENSG00000070366"	"SMG6"	"17"	2059839	2303785	-1	"p13.3"	"protein_coding"
"ENSG00000141699"	"RETREG3"	"17"	42579513	42610623	-1	"q21.2"	"protein_coding"
"ENSG00000235183"	"SRP14P3"	"17"	49795343	49795669	1	"q21.33"	"processed_pseudogene"
"ENSG00000121073"	"SLC35B1"	"17"	49700934	49709014	-1	"q21.33"	"protein_coding"
"ENSG00000091592"	"NLRP1"	"17"	5499427	5619424	-1	"p13.2"	"protein_coding"
"ENSG00000108639"	"SYNGR2"	"17"	78168558	78173527	1	"q25.3"	"protein_coding"
"ENSG00000212163"	"SNORD91A"	"17"	2330180	2330370	-1	"p13.3"	"snoRNA"
"ENSG00000278941"	"SMG6-IT1"	"17"	2235713	2236086	-1	"p13.3"	"TEC"
"ENSG00000177374"	"HIC1"	"17"	2054154	2063241	1	"p13.3"	"protein_coding"
"ENSG00000262402"	"MCUR1P1"	"17"	2127430	2127904	-1	"p13.3"	"processed_pseudogene"
"ENSG00000161905"	"ALOX15"	"17"	4630902	4642294	-1	"p13.2"	"protein_coding"
"ENSG00000136504"	"KAT7"	"17"	49788681	49835026	1	"q21.33"	"protein_coding"
"ENSG00000198863"	"RUNDC1"	"17"	42980565	42993690	1	"q21.31"	"protein_coding"
"ENSG00000131469"	"RPL27"	"17"	42998273	43002959	1	"q21.31"	"protein_coding"
"ENSG00000267189"	"ATP5MGP7"	"17"	42647834	42648143	1	"q21.2"	"processed_pseudogene"
"ENSG00000267132"	"HMGB3P27"	"17"	42648178	42648738	1	"q21.2"	"processed_pseudogene"
"ENSG00000267065"	"LINC02080"	"17"	76799044	76807102	1	"q25.1"	"lincRNA"
"ENSG00000037042"	"TUBG2"	"17"	42659284	42667006	1	"q21.2"	"protein_coding"
"ENSG00000091640"	"SPAG7"	"17"	4959226	4967817	-1	"p13.2"	"protein_coding"
"ENSG00000121104"	"FAM117A"	"17"	49710332	49789180	-1	"q21.33"	"protein_coding"
"ENSG00000173838"	"MARCH10"	"17"	62701314	62808344	-1	"q23.2"	"protein_coding"
"ENSG00000274211"	"SOCS7"	"17"	38351844	38405593	1	"q12"	"protein_coding"
"ENSG00000167900"	"TK1"	"17"	78174091	78187233	-1	"q25.3"	"protein_coding"
"ENSG00000267535"	"LINC00868"	"17"	76850176	76861836	1	"q25.2"	"lincRNA"
"ENSG00000275700"	"AATF"	"17"	36948954	37056871	1	"q12"	"protein_coding"
"ENSG00000177427"	"MIEF2"	"17"	18260597	18266552	1	"p11.2"	"protein_coding"
"ENSG00000068137"	"PLEKHH3"	"17"	42667914	42676994	-1	"q21.2"	"protein_coding"
"ENSG00000141456"	"PELP1"	"17"	4669774	4704337	-1	"p13.2"	"protein_coding"
"ENSG00000271605"	"MILR1"	"17"	64449037	64468643	1	"q23.3"	"protein_coding"
"ENSG00000179314"	"WSCD1"	"17"	6057807	6124427	1	"p13.2"	"protein_coding"
"ENSG00000167889"	"MGAT5B"	"17"	76868456	76950393	1	"q25.2"	"protein_coding"
"ENSG00000062725"	"APPBP2"	"17"	60443158	60526242	-1	"q23.2"	"protein_coding"
"ENSG00000005102"	"MEOX1"	"17"	43640389	43661922	-1	"q21.31"	"protein_coding"
"ENSG00000183077"	"AFMID"	"17"	78187317	78207701	1	"q25.3"	"protein_coding"
"ENSG00000171953"	"ATPAF2"	"17"	17977409	18039209	-1	"p11.2"	"protein_coding"
"ENSG00000108797"	"CNTNAP1"	"17"	42682531	42699993	1	"q21.2"	"protein_coding"
"ENSG00000184451"	"CCR10"	"17"	42678889	42683917	-1	"q21.2"	"protein_coding"
"ENSG00000177602"	"HASPIN"	"17"	3723903	3726699	1	"p13.2"	"protein_coding"
"ENSG00000083457"	"ITGAE"	"17"	3714628	3801188	-1	"p13.2"	"protein_coding"
"ENSG00000171962"	"DRC3"	"17"	17972813	18016889	1	"p11.2"	"protein_coding"
"ENSG00000109061"	"MYH1"	"17"	10492307	10518542	-1	"p13.1"	"protein_coding"
"ENSG00000264424"	"MYH4"	"17"	10443290	10469559	-1	"p13.1"	"protein_coding"
"ENSG00000125414"	"MYH2"	"17"	10521148	10549700	-1	"p13.1"	"protein_coding"
"ENSG00000267440"	"LINC02594"	"17"	43680273	43705884	1	"q21.31"	"lincRNA"
"ENSG00000133020"	"MYH8"	"17"	10390322	10421950	-1	"p13.1"	"protein_coding"
"ENSG00000167941"	"SOST"	"17"	43753738	43758791	-1	"q21.31"	"protein_coding"
"ENSG00000267772"	"LINC01999"	"17"	60564547	60586623	1	"q23.2"	"lincRNA"
"ENSG00000266943"	"RPSAP66"	"17"	60564740	60565671	-1	"q23.2"	"processed_pseudogene"
"ENSG00000170836"	"PPM1D"	"17"	60600183	60666280	1	"q23.2"	"protein_coding"
"ENSG00000272975"	"MYHAS"	"17"	10383144	10623886	1	"p13.1"	"antisense"
"ENSG00000186566"	"GPATCH8"	"17"	44395281	44503430	-1	"q21.31"	"protein_coding"
"ENSG00000266979"	"LINC01180"	"17"	44646364	44650349	-1	"q21.31"	"lincRNA"
"ENSG00000267384"	"SMCO4P1"	"17"	44645411	44645587	1	"q21.31"	"processed_pseudogene"
"ENSG00000180340"	"FZD2"	"17"	44557459	44559570	1	"q21.31"	"protein_coding"
"ENSG00000132376"	"INPP5K"	"17"	1494577	1516742	-1	"p13.3"	"protein_coding"
"ENSG00000108861"	"DUSP3"	"17"	43766125	43778977	-1	"q21.31"	"protein_coding"
"ENSG00000264907"	"PRELID3BP3"	"17"	62841101	62841645	1	"q23.2"	"processed_pseudogene"
"ENSG00000141161"	"UNC45B"	"17"	35147817	35189345	1	"q12"	"protein_coding"
"ENSG00000240494"	"RPS12P28"	"17"	28655557	28655983	1	"q11.2"	"processed_pseudogene"
"ENSG00000132581"	"SDF2"	"17"	28648356	28662189	-1	"q11.2"	"protein_coding"
"ENSG00000256525"	"POLG2"	"17"	64477785	64497054	-1	"q23.3"	"protein_coding"
"ENSG00000231256"	"CFAP97D1"	"17"	43780435	43787612	1	"q21.31"	"protein_coding"
"ENSG00000256826"	"ATP5MFP4"	"17"	64491523	64491789	1	"q23.3"	"processed_pseudogene"
"ENSG00000108771"	"DHX58"	"17"	42101404	42112714	-1	"q21.2"	"protein_coding"
"ENSG00000275832"	"ARHGAP23"	"17"	38419280	38512385	1	"q12"	"protein_coding"
"ENSG00000228000"	"RPL7AP65"	"17"	18311904	18312651	1	"p11.2"	"processed_pseudogene"
"ENSG00000237382"	"RPL21P121"	"17"	18312760	18313533	1	"p11.2"	"processed_pseudogene"
"ENSG00000177302"	"TOP3A"	"17"	18271428	18315007	-1	"p11.2"	"protein_coding"
"ENSG00000265262"	"TRMT112P3"	"17"	62950831	62951188	-1	"q23.2"	"transcribed_processed_pseudogene"
"ENSG00000262814"	"MRPL12"	"17"	81703367	81707517	1	"q25.3"	"protein_coding"
"ENSG00000183048"	"SLC25A10"	"17"	81712236	81721016	1	"q25.3"	"protein_coding"
"ENSG00000173991"	"TCAP"	"17"	39664187	39666555	1	"q12"	"protein_coding"
"ENSG00000131748"	"STARD3"	"17"	39637090	39664201	1	"q12"	"protein_coding"
"ENSG00000180329"	"CCDC43"	"17"	44673069	44689779	-1	"q21.31"	"protein_coding"
"ENSG00000262609"	"BTF3P14"	"17"	6322413	6323228	-1	"p13.2"	"processed_pseudogene"
"ENSG00000180336"	"MEIOC"	"17"	44656404	44690308	1	"q21.31"	"protein_coding"
"ENSG00000170921"	"TANC2"	"17"	63009556	63427699	1	"q23.2"	"protein_coding"
"ENSG00000074356"	"NCBP3"	"17"	3802158	3846246	-1	"p13.2"	"protein_coding"
"ENSG00000258890"	"CEP95"	"17"	64506865	64542461	1	"q23.3"	"protein_coding"
"ENSG00000129221"	"AIPL1"	"17"	6393693	6435199	-1	"p13.2"	"protein_coding"
"ENSG00000108854"	"SMURF2"	"17"	64542282	64662307	-1	"q24.1"	"protein_coding"
"ENSG00000108654"	"DDX5"	"17"	64499616	64508199	-1	"q23.3"	"protein_coding"
"ENSG00000164729"	"SLC35G3"	"17"	35192520	35194523	-1	"q12"	"protein_coding"
"ENSG00000108947"	"EFNB3"	"17"	7705202	7711372	1	"p13.1"	"protein_coding"
"ENSG00000166750"	"SLFN5"	"17"	35243071	35273655	1	"q12"	"protein_coding"
"ENSG00000167695"	"FAM57A"	"17"	732412	742968	1	"p13.3"	"protein_coding"
"ENSG00000161647"	"MPP3"	"17"	43800799	43833170	-1	"q21.31"	"protein_coding"
"ENSG00000260325"	"HSPB9"	"17"	42121431	42123352	1	"q21.2"	"protein_coding"
"ENSG00000108773"	"KAT2A"	"17"	42113111	42121367	-1	"q21.2"	"protein_coding"
"ENSG00000109111"	"SUPT6H"	"17"	28662198	28702679	1	"q11.2"	"protein_coding"
"ENSG00000108774"	"RAB5C"	"17"	42124976	42155044	-1	"q21.2"	"protein_coding"
"ENSG00000108799"	"EZH1"	"17"	42700275	42745049	-1	"q21.2"	"protein_coding"
"ENSG00000236618"	"PITPNA-AS1"	"17"	1516931	1518096	1	"p13.3"	"antisense"
"ENSG00000174238"	"PITPNA"	"17"	1517718	1562816	-1	"p13.3"	"protein_coding"
"ENSG00000215644"	"GCGR"	"17"	81804132	81814008	1	"q25.3"	"protein_coding"
"ENSG00000108509"	"CAMTA2"	"17"	4967992	4987675	-1	"p13.2"	"protein_coding"
"ENSG00000179409"	"GEMIN4"	"17"	744421	753999	-1	"p13.3"	"protein_coding"
"ENSG00000231784"	"DBIL5P"	"17"	752660	755336	1	"p13.3"	"transcribed_unitary_pseudogene"
"ENSG00000262870"	"CYCSP40"	"17"	77198950	77199543	-1	"q25.2"	"processed_pseudogene"
"ENSG00000234912"	"SNHG20"	"17"	77086716	77099902	1	"q25.2"	"sense_overlapping"
"ENSG00000129657"	"SEC14L1"	"17"	77088749	77217101	1	"q25.2"	"protein_coding"
"ENSG00000161649"	"CD300LG"	"17"	43847148	43863639	1	"q21.31"	"protein_coding"
"ENSG00000161692"	"DBF4B"	"17"	44708608	44752264	1	"q21.31"	"protein_coding"
"ENSG00000089685"	"BIRC5"	"17"	78214186	78225636	1	"q25.3"	"protein_coding"
"ENSG00000129195"	"PIMREG"	"17"	6444441	6451469	1	"p13.2"	"protein_coding"
"ENSG00000196388"	"INCA1"	"17"	4988130	4997610	-1	"p13.2"	"protein_coding"
"ENSG00000091622"	"PITPNM3"	"17"	6451263	6556555	-1	"p13.1"	"protein_coding"
"ENSG00000068079"	"IFI35"	"17"	43006725	43014456	1	"q21.31"	"protein_coding"
"ENSG00000004660"	"CAMKK1"	"17"	3860315	3894891	-1	"p13.2"	"protein_coding"
"ENSG00000183914"	"DNAH2"	"17"	7717354	7833744	1	"p13.1"	"protein_coding"
"ENSG00000169718"	"DUS1L"	"17"	82057506	82065887	-1	"q25.3"	"protein_coding"
"ENSG00000240480"	"RPL29P2"	"17"	7754320	7754976	1	"p13.1"	"transcribed_processed_pseudogene"
"ENSG00000225663"	"MCRIP1"	"17"	81822361	81833302	-1	"q25.3"	"protein_coding"
"ENSG00000126368"	"NR1D1"	"17"	40092793	40100589	-1	"q21.1"	"protein_coding"
"ENSG00000204278"	"TMEM235"	"17"	78231310	78240987	1	"q25.3"	"protein_coding"
"ENSG00000126351"	"THRA"	"17"	40058290	40093867	1	"q21.1"	"protein_coding"
"ENSG00000167699"	"GLOD4"	"17"	757097	783390	-1	"p13.3"	"protein_coding"
"ENSG00000172716"	"SLFN11"	"17"	35350305	35373701	-1	"q12"	"protein_coding"
"ENSG00000267676"	"THA1P"	"17"	78248493	78254416	-1	"q25.3"	"unitary_pseudogene"
"ENSG00000008838"	"MED24"	"17"	40019097	40061215	-1	"q21.1"	"protein_coding"
"ENSG00000204277"	"LINC01993"	"17"	78261349	78278492	-1	"q25.3"	"lincRNA"
"ENSG00000184557"	"SOCS3"	"17"	78356778	78360077	-1	"q25.3"	"protein_coding"
"ENSG00000167880"	"EVPL"	"17"	76004502	76027452	-1	"q25.1"	"protein_coding"
"ENSG00000171861"	"MRM3"	"17"	782353	792509	1	"p13.3"	"protein_coding"
"ENSG00000250506"	"CDK3"	"17"	76000906	76005999	1	"q25.1"	"protein_coding"
"ENSG00000257949"	"TEN1"	"17"	75979240	76000586	1	"q25.1"	"protein_coding"
"ENSG00000271503"	"CCL5"	"17"	35871491	35880793	-1	"q12"	"protein_coding"
"ENSG00000161533"	"ACOX1"	"17"	75941507	75979177	-1	"q25.1"	"protein_coding"
"ENSG00000108405"	"P2RX1"	"17"	3896592	3916476	-1	"p13.2"	"protein_coding"
"ENSG00000278540"	"ACACA"	"17"	37084992	37406836	-1	"q12"	"protein_coding"
"ENSG00000261408"	"TEN1-CDK3"	"17"	75979231	76005999	1	"q25.1"	"protein_coding"
"ENSG00000132510"	"KDM6B"	"17"	7839904	7854796	1	"p13.1"	"protein_coding"
"ENSG00000277363"	"SRCIN1"	"17"	38530031	38605952	-1	"q12"	"protein_coding"
"ENSG00000167525"	"PROCA1"	"17"	28703197	28711854	-1	"q11.2"	"protein_coding"
"ENSG00000141744"	"PNMT"	"17"	39667981	39670475	1	"q12"	"protein_coding"
"ENSG00000073670"	"ADAM11"	"17"	44758988	44781846	1	"q21.31"	"protein_coding"
"ENSG00000141480"	"ARRB2"	"17"	4710596	4721499	1	"p13.2"	"protein_coding"
"ENSG00000008283"	"CYB561"	"17"	63432304	63446354	-1	"q23.3"	"protein_coding"
"ENSG00000214578"	"HMGN2P15"	"17"	42753530	42753799	-1	"q21.2"	"processed_pseudogene"
"ENSG00000273604"	"EPOP"	"17"	38671703	38675421	-1	"q12"	"protein_coding"
"ENSG00000275023"	"MLLT6"	"17"	38705542	38729803	1	"q12"	"protein_coding"
"ENSG00000197291"	"RAMP2-AS1"	"17"	42753914	42761257	-1	"q21.2"	"lincRNA"
"ENSG00000108576"	"SLC6A4"	"17"	30194319	30236002	-1	"q11.2"	"protein_coding"
"ENSG00000131477"	"RAMP2"	"17"	42758447	42763041	1	"q21.2"	"protein_coding"
"ENSG00000271013"	"LRRC37A9P"	"17"	35912635	35918010	-1	"q12"	"processed_pseudogene"
"ENSG00000108852"	"MPP2"	"17"	43875357	43909711	-1	"q21.31"	"protein_coding"
"ENSG00000254114"	"HMGN1P28"	"17"	60851382	60851745	1	"q23.2"	"processed_pseudogene"
"ENSG00000087157"	"PGS1"	"17"	78378649	78425114	1	"q25.3"	"protein_coding"
"ENSG00000141376"	"BCAS3"	"17"	60677453	61392838	1	"q23.2"	"protein_coding"
"ENSG00000167874"	"TMEM88"	"17"	7855065	7856099	1	"p13.1"	"protein_coding"
"ENSG00000187775"	"DNAH17"	"17"	78423697	78577394	-1	"q25.3"	"protein_coding"
"ENSG00000182963"	"GJC1"	"17"	44798448	44830816	-1	"q21.31"	"protein_coding"
"ENSG00000176994"	"SMCR8"	"17"	18315293	18328056	1	"p11.2"	"protein_coding"
"ENSG00000176974"	"SHMT1"	"17"	18327860	18363563	-1	"p11.2"	"protein_coding"
"ENSG00000141034"	"GID4"	"17"	18039292	18068404	1	"p11.2"	"protein_coding"
"ENSG00000108828"	"VAT1"	"17"	43014607	43025123	-1	"q21.31"	"protein_coding"
"ENSG00000267432"	"DNAH17-AS1"	"17"	78484882	78503056	1	"q25.3"	"processed_transcript"
"ENSG00000228979"	"PPIAP55"	"17"	63471604	63472093	1	"q23.3"	"processed_pseudogene"
"ENSG00000131475"	"VPS25"	"17"	42773449	42779599	1	"q21.2"	"protein_coding"
"ENSG00000182224"	"CYB5D1"	"17"	7857746	7862282	1	"p13.1"	"protein_coding"
"ENSG00000161395"	"PGAP3"	"17"	39671122	39696797	-1	"q12"	"protein_coding"
"ENSG00000170004"	"CHD3"	"17"	7884806	7912760	1	"p13.1"	"protein_coding"
"ENSG00000159640"	"ACE"	"17"	63477061	63498380	1	"q23.3"	"protein_coding"
"ENSG00000267280"	"TBX2-AS1"	"17"	61393456	61411555	-1	"q23.2"	"antisense"
"ENSG00000227694"	"RPL23AP74"	"17"	61069871	61070341	1	"q23.2"	"processed_pseudogene"
"ENSG00000121068"	"TBX2"	"17"	61399843	61409466	1	"q23.2"	"protein_coding"
"ENSG00000141736"	"ERBB2"	"17"	39687914	39730426	1	"q12"	"protein_coding"
"ENSG00000267083"	"KRT18P61"	"17"	60810165	60811462	1	"q23.2"	"processed_pseudogene"
"ENSG00000277972"	"CISD3"	"17"	38730235	38735044	1	"q12"	"protein_coding"
"ENSG00000277258"	"PCGF2"	"17"	38733898	38749817	-1	"q12"	"protein_coding"
"ENSG00000070444"	"MNT"	"17"	2384073	2401104	-1	"p13.3"	"protein_coding"
"ENSG00000224353"	"ACE3P"	"17"	63507056	63519806	1	"q23.3"	"transcribed_unprocessed_pseudogene"
"ENSG00000183011"	"NAA38"	"17"	7856685	7885238	-1	"p13.1"	"protein_coding"
"ENSG00000108830"	"RND2"	"17"	43025231	43032041	1	"q21.31"	"protein_coding"
"ENSG00000167131"	"CCDC103"	"17"	44899142	44905390	1	"q21.31"	"protein_coding"
"ENSG00000141741"	"MIEN1"	"17"	39728496	39730532	-1	"q12"	"protein_coding"
"ENSG00000278505"	"C17orf78"	"17"	37375986	37392708	1	"q12"	"protein_coding"
"ENSG00000275029"	"HMGB1P24"	"17"	37143607	37144463	-1	"q12"	"transcribed_processed_pseudogene"
"ENSG00000108883"	"EFTUD2"	"17"	44849948	44899445	-1	"q21.31"	"protein_coding"
"ENSG00000161921"	"CXCL16"	"17"	4733533	4739928	-1	"p13.2"	"protein_coding"
"ENSG00000129250"	"KIF1C"	"17"	4997950	5028401	1	"p13.2"	"protein_coding"
"ENSG00000141497"	"ZMYND15"	"17"	4739833	4746119	1	"p13.2"	"protein_coding"
"ENSG00000161920"	"MED11"	"17"	4731428	4733607	1	"p13.2"	"protein_coding"
"ENSG00000182676"	"PPP1R27"	"17"	81833492	81835050	-1	"q25.3"	"protein_coding"
"ENSG00000108578"	"BLMH"	"17"	30248203	30292056	-1	"q11.2"	"protein_coding"
"ENSG00000234634"	"LINC02093"	"17"	13299184	13306771	-1	"p12"	"lincRNA"
"ENSG00000153976"	"HS3ST3A1"	"17"	13494032	13601929	-1	"p12"	"protein_coding"
"ENSG00000141028"	"CDRT15P1"	"17"	14024514	14025488	1	"p12"	"unprocessed_pseudogene"
"ENSG00000006695"	"COX10"	"17"	14069496	14208677	1	"p12"	"protein_coding"
"ENSG00000278023"	"RDM1"	"17"	35918066	35930773	-1	"q12"	"protein_coding"
"ENSG00000169710"	"FASN"	"17"	82078338	82098294	-1	"q25.3"	"protein_coding"
"ENSG00000236088"	"COX10-AS1"	"17"	13756478	14069495	-1	"p12"	"processed_transcript"
"ENSG00000131097"	"HIGD1B"	"17"	44846353	44850476	1	"q21.31"	"protein_coding"
"ENSG00000214447"	"FAM187A"	"17"	44899712	44905390	1	"q21.31"	"protein_coding"
"ENSG00000131095"	"GFAP"	"17"	44903159	44916937	-1	"q21.31"	"protein_coding"
"ENSG00000108590"	"MED31"	"17"	6643311	6651634	-1	"p13.1"	"protein_coding"
"ENSG00000172123"	"SLFN12"	"17"	35411060	35433283	-1	"q12"	"protein_coding"
"ENSG00000129235"	"TXNDC17"	"17"	6640758	6644541	1	"p13.1"	"protein_coding"
"ENSG00000167693"	"NXN"	"17"	799310	979776	-1	"p13.3"	"protein_coding"
"ENSG00000198920"	"KIAA0753"	"17"	6578147	6640711	-1	"p13.1"	"protein_coding"
"ENSG00000214860"	"EVPLL"	"17"	18377778	18389647	1	"p11.2"	"protein_coding"
"ENSG00000183978"	"COA3"	"17"	42795147	42798704	-1	"q21.2"	"protein_coding"
"ENSG00000126562"	"WNK4"	"17"	42780610	42797066	1	"q21.2"	"protein_coding"
"ENSG00000277791"	"PSMB3"	"17"	38752741	38764225	1	"q12"	"protein_coding"
"ENSG00000132517"	"SLC52A1"	"17"	5032600	5052009	-1	"p13.2"	"protein_coding"
"ENSG00000267496"	"FAM215A"	"17"	43917194	43917985	1	"q21.31"	"lincRNA"
"ENSG00000261514"	"LINC01976"	"17"	43938363	43938959	1	"q21.31"	"lincRNA"
"ENSG00000108849"	"PPY"	"17"	43940804	43942468	-1	"q21.31"	"protein_coding"
"ENSG00000204471"	"TBC1D3P4"	"17"	18393480	18400961	1	"p11.2"	"unprocessed_pseudogene"
"ENSG00000180787"	"ZFP3"	"17"	5078467	5096374	1	"p13.2"	"protein_coding"
"ENSG00000131096"	"PYY"	"17"	43952738	44004469	-1	"q21.31"	"protein_coding"
"ENSG00000129204"	"USP6"	"17"	5116438	5175034	1	"p13.2"	"protein_coding"
"ENSG00000177370"	"TIMM22"	"17"	997129	1003671	1	"p13.3"	"protein_coding"
"ENSG00000184640"	"SEPT9"	"17"	77280569	77500596	1	"q25.3"	"protein_coding"
"ENSG00000159842"	"ABR"	"17"	1003518	1229738	-1	"p13.3"	"protein_coding"
"ENSG00000074370"	"ATP2A3"	"17"	3923870	3964464	-1	"p13.2"	"protein_coding"
"ENSG00000127804"	"METTL16"	"17"	2405562	2511891	-1	"p13.3"	"protein_coding"
"ENSG00000161653"	"NAGS"	"17"	44004546	44009063	1	"q21.31"	"protein_coding"
"ENSG00000167840"	"ZNF232"	"17"	5105541	5123116	-1	"p13.2"	"protein_coding"
"ENSG00000091947"	"TMEM101"	"17"	44011188	44023946	-1	"q21.31"	"protein_coding"
"ENSG00000186919"	"ZACN"	"17"	76071961	76083666	1	"q25.1"	"protein_coding"
"ENSG00000142484"	"TM4SF5"	"17"	4771884	4783213	1	"p13.2"	"protein_coding"
"ENSG00000182687"	"GALR2"	"17"	76074781	76077537	1	"q25.1"	"protein_coding"
"ENSG00000167881"	"SRP68"	"17"	76038775	76072517	-1	"q25.1"	"protein_coding"
"ENSG00000223510"	"CDRT15"	"17"	14235673	14236862	-1	"p12"	"protein_coding"
